OBJECTID,fieldname,platformtypename,tracknumber,uniqueidentifier,symbolcode,alertcode,speed,notes,altitude_m,estpoints,created_user,created_date,last_edited_user,last_edited_date,class,DateTimeSim,Distance_1_sec,BEARING,X,Y,POINT_Z,PlatformName,Speed_km_hr
2555,SeaSerpent2,Ship,T4833,SeaSerpent,SHUPSNM--------,high-interest,50,,-15,10798.3485,,,,,CN,10/15/2020 17:48,1388.888889,256.8564343,113.6094975,20.223988,0,"u""""SeaSerpent2""""",5000
2556,RedDragon2,Ship,T8166,RedDragon2,SHSCCLDD-------,target,50,,0,11279.4988,,,,,CN,10/15/2020 17:48,1388.888889,98.68635232,111.368072,17.62303747,0,"u""""RedDragon2""""",5000
2557,Albatross1,Aircraft,T2625,Albatross1,SNAPMFP--------,non-suspect,500,,5000,10969.89036,,,,,VN,10/15/2020 17:48,13888.88889,242.8074899,107.3835087,11.11993595,0,"u""""Albatross1""""",50000
2558,Serpent2,Ship,T3470,Serpent200,SNSPCP---------,non-suspect,40,,0,10466.44815,,,,,MY,10/15/2020 17:48,1111.111111,243.4349488,111.4469175,5.791120961,0,"u""""Serpent2""""",4000
2559,JUMPY26,Aircraft,T8301,JUMPY26000,SFAFMFRZ-------,non-suspect,425,,5000,10739.32749,,,,,US,10/15/2020 17:48,11805.55556,334.1213796,114.9392257,16.54845871,0,"u""""JUMPY26""""",42500
2560,Xianning,Ship,T6330,Xianning00,SHSPCLFF-------,non-suspect,45,,0,11976.01045,,,,,,10/15/2020 17:48,1250,85.30762113,111.8225892,5.980349725,0,"u""""Xianning""""",4500
2561,SeaSquid,Ship,T2557,SeaSquid00,SHSCCLCC-------,suspected,65,,0,12387.79995,,,,,CN,10/15/2020 17:48,1805.555556,10.86143879,113.1773036,10.5540723,0,"u""""SeaSquid""""",6500
2562,RedDragon3,Aircraft,T3411,RedDragon3,SHACMFPN-------,target,500,,5000,11343.84338,,,,,CN,10/15/2020 17:48,13888.88889,351.2538379,112.2465197,18.72399776,0,"u""""RedDragon3""""",50000
2563,Dragon1,Aircraft,T5966,Dragon1000,SNACMFP--------,non-suspect,400,,5000,12158.58073,,,,,PH,10/15/2020 17:48,11111.11111,71.56505118,119.5811846,13.42273685,0,"u""""Dragon1""""",40000
2564,UNKNOWN1,Aircraft,T3827,UNKNOWN100,SHAPMFR--------,target,450,,3500,10941.46837,,,,,CN,10/15/2020 17:48,12500,0,118.530808,22.71310698,0,"u""""UNKNOWN1""""",45000
2565,IzumoDDH183,Ship,T4655,IzumoDDH18,SFSCCLCV-------,non-suspect,50,,0,12384.03289,,,,,JP,10/15/2020 17:48,1388.888889,261.2538362,124.2252438,24.00623092,0,"u""""IzumoDDH183""""",5000
2566,Bengal1,Ship,T4011,Bengal1000,SFSCCLCC-------,non-suspect,40,,0,11938.84155,,,,,US,10/15/2020 17:48,1111.111111,317.6974291,132.1803751,30.60277826,0,"u""""Bengal1""""",4000
2567,FLANKER-2,Aircraft,T5847,FLANKER-20,SHACMFFI-------,target,525,,5000,13987.81685,,,,,CN,10/15/2020 17:48,14583.33333,341.0098606,111.2667784,15.80817837,0,"u""""FLANKER-2""""",52500
2568,RedDragon2,Ship,T8166,RedDragon2,SHSCCLDD-------,target,50,,0,11279.4988,,,,,CN,10/15/2020 17:48,1388.888889,98.68635232,111.3804055,17.62124161,0,"u""""RedDragon2""""",5000
2569,Flanker-1,Aircraft,T7728,Flanker-10,SHACMFFI-------,suspected,525,,5000,13950.03268,SDE,9/18/2020 4:45,jfaeglos,9/18/2020 21:42,CN,10/15/2020 17:48,14583.33333,290.6705744,111.2137612,16.14728282,0,"u""""Flanker-1""""",52500
2570,Eagle2,Aircraft,T0182,Eagle20000,SFAPMFQR-------,non-suspect,570,,15000,13440.37585,,,,,US,10/15/2020 17:48,15833.33333,2.910837857,115.9802392,11.46562124,0,"u""""Eagle2""""",57000
2571,Albatross1,Aircraft,T2625,Albatross1,SNAPMFP--------,non-suspect,500,,5000,10969.89036,,,,,VN,10/15/2020 17:48,13888.88889,225.6281946,107.2632286,11.11081031,0,"u""""Albatross1""""",50000
2572,Red Orchid,Aircraft,T5438,Red Orchid,SHACMFR--------,suspected,500,,8000,11431.98229,,,,,CN,10/15/2020 17:48,13888.88889,327.3807572,120.169178,25.73917932,0,"u""""Red Orchid""""",50000
2573,SeaSerpent2,Ship,T4833,SeaSerpent,SHUPSNM--------,high-interest,50,,-15,10798.3485,,,,,CN,10/15/2020 17:48,1388.888889,256.8564393,113.5973477,20.22132581,0,"u""""SeaSerpent2""""",5000
2574,DDG114RJ,Ship,T2122,DDG114RJ00,SFSPCLDD-------,non-suspect,45,,0,10728.10444,,,,,US,10/15/2020 17:48,1250,283.8316713,109.3597001,8.034891102,0,"u""""DDG114RJ""""",4500
2575,REAGANTF,Ship,T8585,REAGANTF00,SFSCGT---------,non-suspect,35,,0,11305.37977,,,,,US,10/15/2020 17:48,972.2222222,310.9373127,115.7478113,20.6950203,0,"u""""REAGANTF""""",3500
2576,FLANKER-3,Aircraft,T5528,FLANKER-30,SHACMFFI-------,target,525,,5000,14924.75879,,,,,CN,10/15/2020 17:48,14583.33333,350.9640832,111.2035524,14.93239581,0,"u""""FLANKER-3""""",52500
2577,Shang1,Ship,T0527,Shang10000,SHUPSNA--------,high-interest,35,,-50,10749.04243,jfaeglos,9/18/2020 14:41,jfaeglos,9/18/2020 21:28,CN,10/15/2020 17:48,972.2222222,351.5869765,110.3943972,17.29255458,0,"u""""Shang1""""",3500
2578,RedTiger,Ship,T0976,RedTiger00,SHUCSNM--------,high-interest,35,,-50,11776.31968,,,,,CN,10/15/2020 17:48,972.2222222,278.6002699,122.6728751,26.84482515,0,"u""""RedTiger""""",3500
2579,Shang1,Ship,T0527,Shang10000,SHUPSNA--------,high-interest,35,,-50,10749.04243,jfaeglos,9/18/2020 14:41,jfaeglos,9/18/2020 21:28,CN,10/15/2020 17:48,972.2222222,351.5869707,110.3931194,17.30080352,0,"u""""Shang1""""",3500
2580,Eagle2,Aircraft,T0182,Eagle20000,SFAPMFQR-------,non-suspect,570,,15000,13440.37585,,,,,US,10/15/2020 17:48,15833.33333,2.910837875,115.987462,11.60480182,0,"u""""Eagle2""""",57000
2581,SeaSerpent2,Ship,T4833,SeaSerpent,SHUPSNM--------,high-interest,50,,-15,10798.3485,,,,,CN,10/15/2020 17:48,1388.888889,256.8564364,113.5851979,20.21866357,0,"u""""SeaSerpent2""""",5000
2582,SeaSquid,Ship,T2557,SeaSquid00,SHSCCLCC-------,suspected,65,,0,12387.79995,,,,,CN,10/15/2020 17:48,1805.555556,315.313044,113.1658975,10.56540848,0,"u""""SeaSquid""""",6500
2583,Albatross1,Aircraft,T2625,Albatross1,SNAPMFP--------,non-suspect,500,,5000,10969.89036,,,,,VN,10/15/2020 17:48,13888.88889,155.1910705,107.1522522,11.05485786,0,"u""""Albatross1""""",50000
2584,Dragon1,Aircraft,T5966,Dragon1000,SNACMFP--------,non-suspect,400,,5000,12158.58073,,,,,PH,10/15/2020 17:48,11111.11111,71.56505118,119.6758754,13.45343627,0,"u""""Dragon1""""",40000
2585,FLANKER-3,Aircraft,T5528,FLANKER-30,SHACMFFI-------,target,525,,5000,14924.75879,,,,,CN,10/15/2020 17:48,14583.33333,350.9640832,111.1829777,15.05736887,0,"u""""FLANKER-3""""",52500
2586,Bengal1,Ship,T4011,Bengal1000,SFSCCLCC-------,non-suspect,40,,0,11938.84155,,,,,US,10/15/2020 17:48,1111.111111,317.6974291,132.1736573,30.60913201,0,"u""""Bengal1""""",4000
2587,Red Orchid,Aircraft,T5438,Red Orchid,SHACMFR--------,suspected,500,,8000,11431.98229,,,,,CN,10/15/2020 17:48,13888.88889,121.1849744,120.0919204,25.825291,0,"u""""Red Orchid""""",50000
2588,RedDragon2,Ship,T8166,RedDragon2,SHSCCLDD-------,target,50,,0,11279.4988,,,,,CN,10/15/2020 17:48,1388.888889,98.68635232,111.392739,17.61944573,0,"u""""RedDragon2""""",5000
2589,IzumoDDH183,Ship,T4655,IzumoDDH18,SFSCCLCV-------,non-suspect,50,,0,12384.03289,,,,,JP,10/15/2020 17:48,1388.888889,261.2538374,124.2129122,24.00449786,0,"u""""IzumoDDH183""""",5000
2590,JUMPY26,Aircraft,T8301,JUMPY26000,SFAFMFRZ-------,non-suspect,425,,5000,10739.32749,,,,,US,10/15/2020 17:48,11805.55556,329.6556433,114.8856492,16.63617039,0,"u""""JUMPY26""""",42500
2591,DDG114RJ,Ship,T2122,DDG114RJ00,SFSPCLDD-------,non-suspect,45,,0,10728.10444,,,,,US,10/15/2020 17:48,1250,283.8316713,109.3487968,8.037549246,0,"u""""DDG114RJ""""",4500
2592,RedDragon3,Aircraft,T3411,RedDragon3,SHACMFPN-------,target,500,,5000,11343.84338,,,,,CN,10/15/2020 17:48,13888.88889,6.102903756,112.2597341,18.84100697,0,"u""""RedDragon3""""",50000
2593,FLANKER-2,Aircraft,T5847,FLANKER-20,SHACMFFI-------,target,525,,5000,13987.81685,,,,,CN,10/15/2020 17:48,14583.33333,345.9637565,111.2350051,15.93042743,0,"u""""FLANKER-2""""",52500
2594,REAGANTF,Ship,T8585,REAGANTF00,SFSCGT---------,non-suspect,35,,0,11305.37977,,,,,US,10/15/2020 17:48,972.2222222,310.9373127,115.7400327,20.69873509,0,"u""""REAGANTF""""",3500
2595,UNKNOWN1,Aircraft,T3827,UNKNOWN100,SHAPMFR--------,target,450,,3500,10941.46837,,,,,CN,10/15/2020 17:48,12500,0,118.5508484,22.81406194,0,"u""""UNKNOWN1""""",45000
2596,Xianning,Ship,T6330,Xianning00,SHSPCLFF-------,non-suspect,45,,0,11976.01045,,,,,,10/15/2020 17:48,1250,86.1329079,111.8337926,5.981102909,0,"u""""Xianning""""",4500
2597,RedTiger,Ship,T0976,RedTiger00,SHUCSNM--------,high-interest,35,,-50,11776.31968,,,,,CN,10/15/2020 17:48,972.2222222,278.6002699,122.6642396,26.84599042,0,"u""""RedTiger""""",3500
2598,Flanker-1,Aircraft,T7728,Flanker-10,SHACMFFI-------,suspected,525,,5000,13950.03268,SDE,9/18/2020 4:45,jfaeglos,9/18/2020 21:42,CN,10/15/2020 17:48,14583.33333,290.6705744,111.0911902,16.1916973,0,"u""""Flanker-1""""",52500
2599,Flanker-1,Aircraft,T7728,Flanker-10,SHACMFFI-------,suspected,525,,5000,13950.03268,SDE,9/18/2020 4:45,jfaeglos,9/18/2020 21:42,CN,10/15/2020 17:48,14583.33333,289.3938859,110.9686193,16.23610178,0,"u""""Flanker-1""""",52500
2600,FLANKER-3,Aircraft,T5528,FLANKER-30,SHACMFFI-------,target,525,,5000,14924.75879,,,,,CN,10/15/2020 17:48,14583.33333,350.9640832,111.162403,15.18226863,0,"u""""FLANKER-3""""",52500
2601,Dragon1,Aircraft,T5966,Dragon1000,SNACMFP--------,non-suspect,400,,5000,12158.58073,,,,,PH,10/15/2020 17:48,11111.11111,71.56505134,119.7705661,13.48413176,0,"u""""Dragon1""""",40000
2602,FLANKER-2,Aircraft,T5847,FLANKER-20,SHACMFFI-------,target,525,,5000,13987.81685,,,,,CN,10/15/2020 17:48,14583.33333,345.9637565,111.190517,16.04808186,0,"u""""FLANKER-2""""",52500
2603,RedTiger,Ship,T0976,RedTiger00,SHUCSNM--------,high-interest,35,,-50,11776.31968,,,,,CN,10/15/2020 17:48,972.2222222,278.6002699,122.6556042,26.84715568,0,"u""""RedTiger""""",3500
2604,SeaSerpent2,Ship,T4833,SeaSerpent,SHUPSNM--------,high-interest,50,,-15,10798.3485,,,,,CN,10/15/2020 17:48,1388.888889,256.8564364,113.5730482,20.21600129,0,"u""""SeaSerpent2""""",5000
2605,SeaSquid,Ship,T2557,SeaSquid00,SHSCCLCC-------,suspected,65,,0,12387.79995,,,,,CN,10/15/2020 17:48,1805.555556,315.313044,113.1544913,10.57674423,0,"u""""SeaSquid""""",6500
2606,Xianning,Ship,T6330,Xianning00,SHSPCLFF-------,non-suspect,45,,0,11976.01045,,,,,,10/15/2020 17:48,1250,86.1329079,111.8449959,5.98185609,0,"u""""Xianning""""",4500
2607,RedDragon3,Aircraft,T3411,RedDragon3,SHACMFPN-------,target,500,,5000,11343.84338,,,,,CN,10/15/2020 17:48,13888.88889,6.102903756,112.2765916,18.9579642,0,"u""""RedDragon3""""",50000
2608,IzumoDDH183,Ship,T4655,IzumoDDH18,SFSCCLCV-------,non-suspect,50,,0,12384.03289,,,,,JP,10/15/2020 17:48,1388.888889,261.2538409,124.2005807,24.00276477,0,"u""""IzumoDDH183""""",5000
2609,Eagle2,Aircraft,T0182,Eagle20000,SFAPMFQR-------,non-suspect,570,,15000,13440.37585,,,,,US,10/15/2020 17:48,15833.33333,2.910837875,115.9946849,11.743913,0,"u""""Eagle2""""",57000
2610,RedDragon2,Ship,T8166,RedDragon2,SHSCCLDD-------,target,50,,0,11279.4988,,,,,CN,10/15/2020 17:48,1388.888889,98.68635577,111.4050724,17.61764984,0,"u""""RedDragon2""""",5000
2611,Red Orchid,Aircraft,T5438,Red Orchid,SHACMFR--------,suspected,500,,8000,11431.98229,,,,,CN,10/15/2020 17:48,13888.88889,121.1849744,119.9907751,25.89102636,0,"u""""Red Orchid""""",50000
2612,JUMPY26,Aircraft,T8301,JUMPY26000,SFAFMFRZ-------,non-suspect,425,,5000,10739.32749,,,,,US,10/15/2020 17:48,11805.55556,259.0107756,114.8320726,16.72384196,0,"u""""JUMPY26""""",42500
2613,REAGANTF,Ship,T8585,REAGANTF00,SFSCGT---------,non-suspect,35,,0,11305.37977,,,,,US,10/15/2020 17:48,972.2222222,297.0447878,115.7322541,20.70244978,0,"u""""REAGANTF""""",3500
2614,DDG114RJ,Ship,T2122,DDG114RJ00,SFSPCLDD-------,non-suspect,45,,0,10728.10444,,,,,US,10/15/2020 17:48,1250,283.8316729,109.3378935,8.040207372,0,"u""""DDG114RJ""""",4500
2615,UNKNOWN1,Aircraft,T3827,UNKNOWN100,SHAPMFR--------,target,450,,3500,10941.46837,,,,,CN,10/15/2020 17:48,12500,15.94539734,118.5860562,22.91198586,0,"u""""UNKNOWN1""""",45000
2616,Shang1,Ship,T0527,Shang10000,SHUPSNA--------,high-interest,35,,-50,10749.04243,jfaeglos,9/18/2020 14:41,jfaeglos,9/18/2020 21:28,CN,10/15/2020 17:48,972.2222222,351.5869774,110.3918416,17.30905209,0,"u""""Shang1""""",3500
2617,Bengal1,Ship,T4011,Bengal1000,SFSCCLCC-------,non-suspect,40,,0,11938.84155,,,,,US,10/15/2020 17:48,1111.111111,317.6974291,132.1669394,30.61548535,0,"u""""Bengal1""""",4000
2618,Albatross1,Aircraft,T2625,Albatross1,SNAPMFP--------,non-suspect,500,,5000,10969.89036,,,,,VN,10/15/2020 17:48,13888.88889,144.7096204,107.0801554,10.98562561,0,"u""""Albatross1""""",50000
2619,Xianning,Ship,T6330,Xianning00,SHSPCLFF-------,non-suspect,45,,0,11976.01045,,,,,,10/15/2020 17:48,1250,86.13290821,111.8561993,5.982609271,0,"u""""Xianning""""",4500
2620,Albatross1,Aircraft,T2625,Albatross1,SNAPMFP--------,non-suspect,500,,5000,10969.89036,,,,,VN,10/15/2020 17:48,13888.88889,144.7096206,107.1324777,10.87448952,0,"u""""Albatross1""""",50000
2621,FLANKER-2,Aircraft,T5847,FLANKER-20,SHACMFFI-------,target,525,,5000,13987.81685,,,,,CN,10/15/2020 17:48,14583.33333,333.4349485,111.1319301,16.16065753,0,"u""""FLANKER-2""""",52500
2622,Dragon1,Aircraft,T5966,Dragon1000,SNACMFP--------,non-suspect,400,,5000,12158.58073,,,,,PH,10/15/2020 17:48,11111.11111,71.56505134,119.8652569,13.5148233,0,"u""""Dragon1""""",40000
2623,RedDragon2,Ship,T8166,RedDragon2,SHSCCLDD-------,target,50,,0,11279.4988,,,,,CN,10/15/2020 17:48,1388.888889,98.68635577,111.4174059,17.61585392,0,"u""""RedDragon2""""",5000
2624,IzumoDDH183,Ship,T4655,IzumoDDH18,SFSCCLCV-------,non-suspect,50,,0,12384.03289,,,,,JP,10/15/2020 17:48,1388.888889,261.2538374,124.1882492,24.00103165,0,"u""""IzumoDDH183""""",5000
2625,Red Orchid,Aircraft,T5438,Red Orchid,SHACMFR--------,suspected,500,,8000,11431.98229,,,,,CN,10/15/2020 17:48,13888.88889,305.8376528,119.8854565,25.9502856,0,"u""""Red Orchid""""",50000
2626,RedDragon3,Aircraft,T3411,RedDragon3,SHACMFPN-------,target,500,,5000,11343.84338,,,,,CN,10/15/2020 17:48,13888.88889,7.765165795,112.2934491,19.07483948,0,"u""""RedDragon3""""",50000
2627,REAGANTF,Ship,T8585,REAGANTF00,SFSCGT---------,non-suspect,35,,0,11305.37977,,,,,US,10/15/2020 17:48,972.2222222,297.0447878,115.7244755,20.70616438,0,"u""""REAGANTF""""",3500
2628,SeaSquid,Ship,T2557,SeaSquid00,SHSCCLCC-------,suspected,65,,0,12387.79995,,,,,CN,10/15/2020 17:48,1805.555556,315.3130418,113.1430852,10.58807957,0,"u""""SeaSquid""""",6500
2629,Eagle2,Aircraft,T0182,Eagle20000,SFAPMFQR-------,non-suspect,570,,15000,13440.37585,,,,,US,10/15/2020 17:48,15833.33333,2.910837875,116.0019078,11.88295401,0,"u""""Eagle2""""",57000
2630,FLANKER-3,Aircraft,T5528,FLANKER-30,SHACMFFI-------,target,525,,5000,14924.75879,,,,,CN,10/15/2020 17:48,14583.33333,350.9640832,111.1418283,15.30709456,0,"u""""FLANKER-3""""",52500
2631,Bengal1,Ship,T4011,Bengal1000,SFSCCLCC-------,non-suspect,40,,0,11938.84155,,,,,US,10/15/2020 17:48,1111.111111,317.6974291,132.1601068,30.62135149,0,"u""""Bengal1""""",4000
2632,Flanker-1,Aircraft,T7728,Flanker-10,SHACMFFI-------,suspected,525,,5000,13950.03268,SDE,9/18/2020 4:45,jfaeglos,9/18/2020 21:42,CN,10/15/2020 17:48,14583.33333,289.3938859,110.8460483,16.28049625,0,"u""""Flanker-1""""",52500
2633,UNKNOWN1,Aircraft,T3827,UNKNOWN100,SHAPMFR--------,target,450,,3500,10941.46837,,,,,CN,10/15/2020 17:48,12500,18.32982268,118.6395269,23.00278556,0,"u""""UNKNOWN1""""",45000
2634,RedTiger,Ship,T0976,RedTiger00,SHUCSNM--------,high-interest,35,,-50,11776.31968,,,,,CN,10/15/2020 17:48,972.2222222,278.6002699,122.6469688,26.84832093,0,"u""""RedTiger""""",3500
2635,Eagle2,Aircraft,T0182,Eagle20000,SFAPMFQR-------,non-suspect,570,,15000,13440.37585,,,,,US,10/15/2020 17:48,15833.33333,2.910837857,116.0091306,12.02192405,0,"u""""Eagle2""""",57000
2636,IzumoDDH183,Ship,T4655,IzumoDDH18,SFSCCLCV-------,non-suspect,50,,0,12384.03289,,,,,JP,10/15/2020 17:48,1388.888889,223.1205708,124.1759177,23.99929852,0,"u""""IzumoDDH183""""",5000
2637,Albatross1,Aircraft,T2625,Albatross1,SNAPMFP--------,non-suspect,500,,5000,10969.89036,,,,,VN,10/15/2020 17:48,13888.88889,105.7787387,107.2045576,10.7744632,0,"u""""Albatross1""""",50000
2638,FLANKER-3,Aircraft,T5528,FLANKER-30,SHACMFFI-------,target,525,,5000,14924.75879,,,,,CN,10/15/2020 17:48,14583.33333,351.0029883,111.1213415,15.43185894,0,"u""""FLANKER-3""""",52500
2639,RedDragon2,Ship,T8166,RedDragon2,SHSCCLDD-------,target,50,,0,11279.4988,,,,,CN,10/15/2020 17:48,1388.888889,98.68635577,111.4297394,17.61405799,0,"u""""RedDragon2""""",5000
2640,Red Orchid,Aircraft,T5438,Red Orchid,SHACMFR--------,suspected,500,,8000,11431.98229,,,,,CN,10/15/2020 17:48,13888.88889,116.229679,119.7720361,25.99701929,0,"u""""Red Orchid""""",50000
2641,Xianning,Ship,T6330,Xianning00,SHSPCLFF-------,non-suspect,45,,0,11976.01045,,,,,,10/15/2020 17:48,1250,86.1329079,111.8674027,5.983362451,0,"u""""Xianning""""",4500
2642,Dragon1,Aircraft,T5966,Dragon1000,SNACMFP--------,non-suspect,400,,5000,12158.58073,,,,,PH,10/15/2020 17:48,11111.11111,71.56505134,119.9559773,13.55441367,0,"u""""Dragon1""""",40000
2643,REAGANTF,Ship,T8585,REAGANTF00,SFSCGT---------,non-suspect,35,,0,11305.37977,,,,,US,10/15/2020 17:48,972.2222222,297.0447878,115.7166969,20.70987889,0,"u""""REAGANTF""""",3500
2644,SeaSquid,Ship,T2557,SeaSquid00,SHSCCLCC-------,suspected,65,,0,12387.79995,,,,,CN,10/15/2020 17:48,1805.555556,315.3130418,113.131679,10.59941449,0,"u""""SeaSquid""""",6500
2645,RedDragon3,Aircraft,T3411,RedDragon3,SHACMFPN-------,target,500,,5000,11343.84338,,,,,CN,10/15/2020 17:48,13888.88889,7.765166148,112.3103067,19.19163238,0,"u""""RedDragon3""""",50000
2646,FLANKER-2,Aircraft,T5847,FLANKER-20,SHACMFFI-------,target,525,,5000,13987.81685,,,,,CN,10/15/2020 17:48,14583.33333,333.4349485,111.0350379,16.24498694,0,"u""""FLANKER-2""""",52500
2647,Bengal1,Ship,T4011,Bengal1000,SFSCCLCC-------,non-suspect,40,,0,11938.84155,,,,,US,10/15/2020 17:48,1111.111111,245.2469284,132.1510426,30.61775497,0,"u""""Bengal1""""",4000
2648,Flanker-1,Aircraft,T7728,Flanker-10,SHACMFFI-------,suspected,525,,5000,13950.03268,SDE,9/18/2020 4:45,jfaeglos,9/18/2020 21:42,CN,10/15/2020 17:48,14583.33333,289.3938859,110.7225206,16.32223419,0,"u""""Flanker-1""""",52500
2649,UNKNOWN1,Aircraft,T3827,UNKNOWN100,SHAPMFR--------,target,450,,3500,10941.46837,,,,,CN,10/15/2020 17:48,12500,90,118.7014968,23.08889569,0,"u""""UNKNOWN1""""",45000
2650,RedTiger,Ship,T0976,RedTiger00,SHUCSNM--------,high-interest,35,,-50,11776.31968,,,,,CN,10/15/2020 17:48,972.2222222,253.1704191,122.6383334,26.84948617,0,"u""""RedTiger""""",3500
2651,Eagle2,Aircraft,T0182,Eagle20000,SFAPMFQR-------,non-suspect,570,,15000,13440.37585,,,,,US,10/15/2020 17:48,15833.33333,2.910837857,116.0163535,12.16082235,0,"u""""Eagle2""""",57000
2652,RedDragon2,Ship,T8166,RedDragon2,SHSCCLDD-------,target,50,,0,11279.4988,,,,,CN,10/15/2020 17:48,1388.888889,98.68635639,111.4360816,17.62293485,0,"u""""RedDragon2""""",5000
2653,IzumoDDH183,Ship,T4655,IzumoDDH18,SFSCCLCV-------,non-suspect,50,,0,12384.03289,,,,,JP,10/15/2020 17:48,1388.888889,219.8055711,124.1635862,23.99756536,0,"u""""IzumoDDH183""""",5000
2654,Flanker-1,Aircraft,T7728,Flanker-10,SHACMFFI-------,suspected,525,,5000,13950.03268,SDE,9/18/2020 4:45,jfaeglos,9/18/2020 21:42,CN,10/15/2020 17:48,14583.33333,289.3938859,110.5976462,16.36023866,0,"u""""Flanker-1""""",52500
2655,Dragon1,Aircraft,T5966,Dragon1000,SNACMFP--------,non-suspect,400,,5000,12158.58073,,,,,PH,10/15/2020 17:48,11111.11111,61.55707143,120.0437419,13.60062426,0,"u""""Dragon1""""",40000
2656,Bengal1,Ship,T4011,Bengal1000,SFSCCLCC-------,non-suspect,40,,0,11938.84155,,,,,US,10/15/2020 17:48,1111.111111,245.2469281,132.1419783,30.61415831,0,"u""""Bengal1""""",4000
2657,Xianning,Ship,T6330,Xianning00,SHSPCLFF-------,non-suspect,45,,0,11976.01045,,,,,,10/15/2020 17:48,1250,86.1329079,111.8786061,5.98411563,0,"u""""Xianning""""",4500
2658,REAGANTF,Ship,T8585,REAGANTF00,SFSCGT---------,non-suspect,35,,0,11305.37977,,,,,US,10/15/2020 17:48,972.2222222,297.0447878,115.7089183,20.71359331,0,"u""""REAGANTF""""",3500
2659,FLANKER-2,Aircraft,T5847,FLANKER-20,SHACMFFI-------,target,525,,5000,13987.81685,,,,,CN,10/15/2020 17:48,14583.33333,311.6335395,110.9371241,16.32852877,0,"u""""FLANKER-2""""",52500
2660,FLANKER-3,Aircraft,T5528,FLANKER-30,SHACMFFI-------,target,525,,5000,14924.75879,,,,,CN,10/15/2020 17:48,14583.33333,351.0029883,111.1026715,15.55681351,0,"u""""FLANKER-3""""",52500
2661,RedDragon3,Aircraft,T3411,RedDragon3,SHACMFPN-------,target,500,,5000,11343.84338,,,,,CN,10/15/2020 17:48,13888.88889,33.38965614,112.3788873,19.28986932,0,"u""""RedDragon3""""",50000
2662,SeaSquid,Ship,T2557,SeaSquid00,SHSCCLCC-------,suspected,65,,0,12387.79995,,,,,CN,10/15/2020 17:48,1805.555556,315.3130418,113.1202729,10.61074899,0,"u""""SeaSquid""""",6500
2663,RedTiger,Ship,T0976,RedTiger00,SHUCSNM--------,high-interest,35,,-50,11776.31968,,,,,CN,10/15/2020 17:48,972.2222222,253.1704247,122.6298083,26.84928366,0,"u""""RedTiger""""",3500
2664,Red Orchid,Aircraft,T5438,Red Orchid,SHACMFR--------,suspected,500,,8000,11431.98229,,,,,CN,10/15/2020 17:48,13888.88889,116.229679,119.6586639,26.04382202,0,"u""""Red Orchid""""",50000
2665,Dragon1,Aircraft,T5966,Dragon1000,SNACMFP--------,non-suspect,400,,5000,12158.58073,,,,,PH,10/15/2020 17:48,11111.11111,61.55707143,120.1315065,13.64682583,0,"u""""Dragon1""""",40000
2666,Flanker-1,Aircraft,T7728,Flanker-10,SHACMFFI-------,suspected,525,,5000,13950.03268,SDE,9/18/2020 4:45,jfaeglos,9/18/2020 21:42,CN,10/15/2020 17:48,14583.33333,287.5966051,110.4727717,16.39823572,0,"u""""Flanker-1""""",52500
2667,Bengal1,Ship,T4011,Bengal1000,SFSCCLCC-------,non-suspect,40,,0,11938.84155,,,,,US,10/15/2020 17:48,1111.111111,245.2469306,132.1329141,30.61056151,0,"u""""Bengal1""""",4000
2668,Red Orchid,Aircraft,T5438,Red Orchid,SHACMFR--------,suspected,500,,8000,11431.98229,,,,,CN,10/15/2020 17:48,13888.88889,294.8455806,119.5483972,26.09625913,0,"u""""Red Orchid""""",50000
2669,RedDragon2,Ship,T8166,RedDragon2,SHSCCLDD-------,target,50,,0,11279.4988,,,,,CN,10/15/2020 17:48,1388.888889,25.01689771,111.4413578,17.63371002,0,"u""""RedDragon2""""",5000
2670,Eagle2,Aircraft,T0182,Eagle20000,SFAPMFQR-------,non-suspect,570,,15000,13440.37585,,,,,US,10/15/2020 17:48,15833.33333,2.910837857,116.0100455,12.29965372,0,"u""""Eagle2""""",57000
2671,REAGANTF,Ship,T8585,REAGANTF00,SFSCGT---------,non-suspect,35,,0,11305.37977,,,,,US,10/15/2020 17:48,972.2222222,263.4474501,115.7012644,20.7175275,0,"u""""REAGANTF""""",3500
2672,RedDragon3,Aircraft,T3411,RedDragon3,SHACMFPN-------,target,500,,5000,11343.84338,,,,,CN,10/15/2020 17:48,13888.88889,85.53284143,112.4524813,19.38173573,0,"u""""RedDragon3""""",50000
2673,RedTiger,Ship,T0976,RedTiger00,SHUCSNM--------,high-interest,35,,-50,11776.31968,,,,,CN,10/15/2020 17:48,972.2222222,253.1704174,122.6214487,26.84702762,0,"u""""RedTiger""""",3500
2674,Xianning,Ship,T6330,Xianning00,SHSPCLFF-------,non-suspect,45,,0,11976.01045,,,,,,10/15/2020 17:48,1250,86.13290821,111.8898094,5.984868808,0,"u""""Xianning""""",4500
2675,FLANKER-3,Aircraft,T5528,FLANKER-30,SHACMFFI-------,target,525,,5000,14924.75879,,,,,CN,10/15/2020 17:48,14583.33333,351.8066075,111.0840014,15.68169226,0,"u""""FLANKER-3""""",52500
